";""idencuesta"";""ola"";""version"";""muestra"";""sospechoso"";""r13_nredes"";""r13_sexo_01"";""r13_edad_01"";""r13_relacion_01"";""r13_tiempo_01"";""r13_barrio_01"";""r13_educ_01"";""r13_relig_01"";""r13_ideol_01"";""r13_contacto_01"";""r13_sexo_02"";""r13_edad_02"";""r13_relacion_02"";""r13_tiempo_02"";""r13_barrio_02"";""r13_educ_02"";""r13_relig_02"";""r13_ideol_02"";""r13_contacto_02"";""r13_sexo_03"";""r13_edad_03"";""r13_relacion_03"";""r13_tiempo_03"";""r13_barrio_03"";""r13_educ_03"";""r13_relig_03"";""r13_ideol_03"";""r13_contacto_03"";""r13_sexo_04"";""r13_edad_04"";""r13_relacion_04"";""r13_tiempo_04"";""r13_barrio_04"";""r13_educ_04"";""r13_relig_04"";""r13_ideol_04"";""r13_contacto_04"";""r13_sexo_05"";""r13_edad_05"";""r13_relacion_05"";""r13_tiempo_05"";""r13_barrio_05"";""r13_educ_05"";""r13_relig_05"";""r13_ideol_05"";""r13_contacto_05"";""r14"";""r15"";""r05_01"";""r05_02"";""r06"";""r07"";""r08"";""r09"";""r10"";""r11"";""r16"";""r17"";""r12_01"";""r12_02"";""r12_03"";""r12_04"";""r12_05"";""r12_06"";""r12_07"";""t01"";""t02_01"";""t02_02"";""t02_03"";""t02_04"";""t03_01"";""t03_02"";""t03_03"";""t03_04"";""t04_01"";""t04_02"";""t04_03"";""t04_04"";""t04_05"";""t04_06"";""t04_07"";""t05"";""t06_01"";""t06_02"";""t06_03"";""t06_04"";""t06_05"";""t06_06"";""t06_07"";""t06_08"";""t07_01"";""t07_02"";""t08"";""t09_01"";""t09_02"";""t09_03"";""t10"";""t11_01"";""t11_02"";""t11_03"";""t11_04"";""t12"";""t13_01"";""t13_02"";""t13_03"";""c01"";""c02"";""c03"";""c04"";""c05_01"";""c05_02"";""c05_03"";""c05_04"";""c05_05"";""c05_06"";""c05_07"";""c05_08"";""c05_09"";""c07_01"";""c07_02"";""c07_03"";""c07_04"";""c07_05"";""c07_06"";""c07_07"";""c07_08"";""c08_01"";""c08_02"";""c08_03"";""c08_04"";""c10_01"";""c10_02"";""c10_03"";""c13"";""c14_01"";""c14_02"";""c15"";""c16"";""c16_otro"";""c17"";""c17_otro"";""c36"";""c18_01"";""c18_12"";""c18_02"";""c18_03"";""c18_04"";""c18_05"";""c18_06"";""c18_07"";""c18_08"";""c18_09"";""c18_10"";""c18_11"";""c20"";""c20_otro"";""c21_01"";""c21_02"";""c21_03"";""c21_04"";""c21_05"";""c21_06"";""c21_07"";""c21_08"";""c21_09"";""c21_10"";""c21_11"";""c22"";""c23"";""c24"";""c25"";""c26"";""c27"";""c28"";""c29"";""c30"";""c32_01"";""c32_02"";""d01_01"";""d01_02"";""d01_03"";""d02_01"";""d02_02"";""d02_03"";""d03_01"";""d03_02"";""d04_01"";""d04_02"";""d05_01"";""d05_02"";""d05_03"";""d05_04"";""d06"";""d20"";""d21"";""d22"";""d23_01"";""d23_02"";""d23_03"";""d23_04"";""d23_05"";""f05_01"";""f05_02"";""f05_03"";""f05_04"";""f05_05"";""f05_06"";""f05_07"";""f05_08"";""f06_01"";""f06_02"";""s01"";""s02"";""s03"";""s11_01"";""s11_02"";""s11_03"";""s11_04"";""s11_05"";""s11_06"";""s11_07"";""s11_08"";""s11_09"";""s15"";""s16"";""s17"";""s18"";""s19_01"";""s19_01_fecha"";""s19_02"";""s19_02_fecha"";""s19_03"";""s19_03_fecha"";""s19_04"";""s19_04_fecha"";""s19_05"";""s19_05_fecha"";""s20"";""s21"";""s22_01"";""s22_02"";""s22_03"";""s22_04"";""s22_05"";""s22_06"";""s22_07"";""s22_08"";""s22_09"";""s22_10"";""s23_01"";""s23_02"";""s23_03"";""s23_04"";""s23_05"";""s24_01"";""s24_02"";""s24_03"";""s25_01"";""s25_02"";""s25_03"";""s25_04"";""s26_01"";""s26_02"";""s26_03"";""s26_04"";""s26_05"";""s26_06"";""s27"";""s28"";""s29"";""m0_sexo"";""m0_edad"";""m01"";""m02"";""m13"";""m14"";""m15"";""m16"";""m29"";""m30"";""m38"";""m38_otro"";""m39"";""m41"";""m46"";""m46_nhogar"";""m46_ocup_01"";""m46_educ_01"";""m46_ocup_02"";""m46_educ_02"";""m46_ocup_03"";""m46_educ_03"";""m46_ocup_04"";""m46_educ_04"";""m46_ocup_05"";""m46_educ_05"";""m46_ocup_06"";""m46_educ_06"";""m46_ocup_07"";""m46_educ_07"";""m46_ocup_08"";""m46_educ_08"";""m46_ocup_09"";""m46_educ_09"";""m46_ocup_10"";""m46_educ_10"";""m47_comuna"";""m47_pais"";""m48"";""m48_edad"";""m49"";""m50"";""m51_comuna"";""m51_pais"";""m52"";""m53"";""m53_otro"";""comuna"";""region"";""ponderador01"";""ponderador02"";""estrato"";""segmento"";""idencuestador"""
"1088;8101128;2;201710;1;0;4;1;36;1;5;1;1;3;6;1;1;36;3;5;1;3;2;6;1;1;25;3;5;1;5;2;6;1;2;20;4;2;1;5;1;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;NA;NA;3;3;3;2;1;3;3;4;4;3;4;3;2;4;4;4;4;3;4;4;3;4;4;4;4;4;2;2;1;3;4;4;4;4;4;4;4;4;4;4;1;2;1;4;1;1;1;1;1;1;2;12;2;2;2;2;2;2;4;5;2;3;2;2;2;3;2;3;1;1;2;3;1;1;1;1;1;4;4;4;2;3;3;2;15;"""";5;"""";2;4;2;5;5;4;4;2;2;4;4;4;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;4;3;2;4;4;5;5;7;3;3;2;4e+06;267000;2500000;5e+05;4;4;4;4;5;4;2;4;5;5;5;5;5;4;1;3;3;1;3;1;1;4;4;4;4;3;1;1;1;1;1;1;2;1;1;0;2;2;3;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;3;4;1;2;3;3;3;1;4;4;1;1;1;1;1;5;5;1;1;1;1;2;3;3;3;3;1;1;0;0;2;2;37;5;7;NA;NA;NA;NA;4e+05;NA;2;"""";4;1;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7201;NA;2;NA;3;""liceo A-4"";8416;NA;1;10;"""";8101;8;1.80992746353149;1.50617897510529;3;619154;42"
"1089;8101144;2;201710;1;0;4;2;46;3;5;2;4;1;6;2;1;60;3;5;2;4;1;6;2;2;18;3;5;2;3;3;5;3;2;20;4;5;1;5;3;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;1;2;5;1;4;4;4;3;1;4;4;1;1;5;3;5;3;3;1;3;2;2;2;4;3;2;5;2;2;4;2;2;1;3;2;4;4;2;2;4;1;5;5;4;1;4;1;3;1;1;1;1;1;13;12;11;3;2;2;1;2;3;1;4;2;2;2;3;2;1;1;3;1;3;3;3;2;2;3;2;4;5;5;5;4;4;5;1;1;"""";3;"""";3;1;1;5;5;1;2;1;1;5;2;2;5;1;"""";4;4;3;5;4;3;4;4;4;3;4;3;4;3;1;2;5;4;3;3;3;3;5;4;7;2;1;1;1e+07;270000;3e+06;6e+05;4;5;5;4;3;2;2;5;3;6;4;10;1;2;1;1;2;1;3;1;1;4;4;4;5;3;2;2;5;5;2;2;2;2;1;2;6;1;3;2;NA;2;NA;2;NA;2;NA;2;NA;2;4;4;4;5;2;2;3;4;5;4;5;1;1;4;2;3;5;1;1;1;1;1;1;2;1;5;5;2;5;4;2;3;2;21;8;4;NA;NA;NA;NA;1e+05;NA;8;"""";NA;1;1;1;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8401;NA;2;NA;2;""liceo lpmw"";8418;NA;1;10;"""";8101;8;1.80992746353149;1.50617897510529;3;975213;23"
"1090;8101145;2;201710;1;0;2;2;25;1;4;1;5;2;6;1;2;62;3;5;2;1;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;2;4;1;3;4;4;3;3;3;4;3;4;4;4;4;3;4;3;3;3;2;2;4;3;4;3;3;4;3;2;3;1;4;4;2;4;1;3;4;3;4;4;4;1;2;1;5;3;1;1;1;1;13;12;14;1;2;2;1;2;1;3;2;3;3;2;2;3;1;1;2;2;2;3;3;2;3;1;1;2;4;3;4;4;3;4;5;6;"""";2;"""";1;4;2;5;5;2;4;4;4;4;2;2;4;7;"""";4;4;4;4;4;2;3;3;4;3;4;1;1;1;3;4;3;3;1;2;5;5;5;3;5;2;2;2;3.4e+07;250000;1e+07;5e+05;5;4;3;3;4;4;4;2;3;2;2;7;3;2;1;1;3;1;2;1;1;4;4;4;3;3;3;3;2;2;3;2;2;2;2;1;4;3;7;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;4;4;2;3;4;4;4;5;4;4;1;1;4;1;1;4;5;1;1;1;1;1;2;2;4;3;2;2;2;20;1;1;34;9;1;1700000;NA;2500000;4;1800000;NA;8;"""";NA;2;1;2;9;1;7;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7404;NA;1;20;3;""colegio providencia"";7404;NA;1;10;"""";8101;8;1.80992746353149;2.28815984725952;3;975213;23"
"1091;8101162;2;201710;1;0;4;1;54;4;5;2;2;1;6;1;2;80;3;5;1;1;1;6;1;2;56;3;5;2;3;1;6;1;1;49;3;5;2;3;1;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;1;NA;NA;2;2;2;1;1;5;5;4;4;4;2;4;3;4;4;4;4;1;2;2;2;2;2;4;4;4;4;4;3;2;2;2;2;4;4;4;2;4;4;2;4;4;4;2;1;1;1;3;1;2;15;5;1;2;2;1;1;1;5;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;4;4;2;1;1;3;11;15;"""";5;"""";1;2;2;4;4;4;4;4;4;4;2;2;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;2;2;3;1;4;4;6;10;10;2;4;4;3e+06;270000;1e+06;4e+05;2;5;2;5;1;-888;-888;-888;4;8;10;-888;-888;4;1;1;1;1;1;1;1;4;4;4;2;2;2;1;1;1;1;1;1;1;1;1;1;60;1;1;2008;2;NA;2;NA;2;NA;2;NA;5;NA;4;4;2;2;2;4;4;4;4;4;1;1;1;1;1;1;5;1;1;1;1;1;1;5;1;1;1;1;0;0;1;1;58;3;5;NA;NA;NA;NA;150000;NA;2;"""";2;1;1;1;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8101;NA;2;NA;3;""escuela 34"";8112;NA;2;10;"""";8101;8;0.452481806278229;0.572039902210236;3;667800;42"
"1092;8101163;2;201710;1;0;4;2;35;4;4;1;5;2;6;1;1;33;4;3;2;4;2;5;1;2;47;4;1;2;3;3;3;1;2;55;3;5;2;2;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;1;1;2;4;1;2;2;3;2;2;2;4;4;4;4;4;4;3;2;2;2;1;4;4;4;2;4;2;2;4;2;5;5;1;1;1;1;1;4;4;4;4;2;2;4;5;5;5;1;5;4;1;1;1;2;6;13;4;2;2;1;2;1;5;2;3;3;3;5;4;3;1;3;1;2;3;3;1;1;2;1;3;2;4;2;3;3;3;8;8;"""";2;"""";1;5;5;2;2;4;4;4;4;4;2;2;5;6;"""";4;4;4;4;4;4;4;4;4;4;4;3;3;1;1;3;3;4;1;3;4;4;5;5;7;4;2;1;2e+06;250000;2e+06;350000;5;5;5;5;5;4;4;2;1;5;5;5;5;3;1;1;4;1;1;1;1;5;5;3;4;3;1;1;2;2;2;1;1;1;2;2;3;1;3;2;NA;2;NA;2;NA;2;NA;2;NA;3;3;4;4;1;2;2;4;4;4;4;4;1;1;5;1;5;5;5;5;1;1;1;1;3;5;4;1;1;4;1;1;1;2;32;8;1;3e+05;NA;4e+05;2;3e+05;NA;1;"""";4;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8205;NA;1;18;3;""liceo politecnico b 51"";8205;NA;2;10;"""";8101;8;0.452481806278229;0.376544713973999;3;667800;42"
"1093;8101164;2;201710;1;0;5;2;29;3;5;2;3;2;6;2;2;26;3;5;2;3;2;6;2;2;30;4;3;1;3;3;6;1;2;54;3;5;2;1;2;6;2;2;50;3;4;2;2;1;6;1;1;3;1;1;1;NA;NA;1;2;3;3;1;3;3;2;4;4;4;4;3;3;4;1;1;2;2;2;2;3;4;4;4;2;4;4;4;2;4;4;2;4;4;4;2;4;2;2;3;4;5;2;1;1;1;3;1;6;13;2;1;2;2;1;2;1;3;1;2;1;1;2;3;1;1;3;1;1;3;1;1;1;1;1;1;4;4;4;1;1;4;7;10;"""";1;"""";2;2;4;4;4;3;4;2;4;4;3;3;1;1;"""";4;4;3;4;4;2;4;4;4;3;4;1;1;3;3;3;3;3;3;1;4;4;3;5;6;2;1;1;1e+07;276000;1e+06;5e+05;5;5;4;3;5;2;4;4;1;2;1;8;5;3;1;1;1;1;3;1;1;4;4;4;3;3;2;-999;2;2;5;1;1;1;1;2;1;15;2;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;3;4;2;4;4;4;1;4;1;3;1;1;3;3;2;5;1;1;1;1;1;1;1;1;5;3;3;1;0;0;1;2;31;5;9;NA;NA;NA;NA;450000;NA;2;"""";5;1;1;2;1;5;9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8205;NA;1;23;3;""liceo mariano latorre"";8205;NA;2;1;"""";8101;8;0.904963612556458;0.753089427947998;3;667800;42"
"1094;8101165;2;201710;1;0;4;2;23;1;2;1;3;3;6;1;2;53;3;5;1;3;5;6;1;1;75;3;5;1;1;3;6;1;2;60;3;2;1;1;2;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;2;3;1;3;1;3;2;1;3;3;4;2;4;4;4;2;2;2;2;2;2;2;4;3;4;2;4;4;4;4;4;1;2;4;2;4;4;4;4;4;2;2;2;4;3;5;2;4;1;1;3;2;NA;NA;NA;2;2;2;1;2;1;3;2;2;2;2;1;2;2;1;3;1;1;1;1;3;1;1;1;1;4;2;2;1;1;1;11;15;"""";5;"""";8;2;2;4;4;4;4;4;4;2;2;2;4;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;5;5;3;1;4;4;5;2;7;2;2;2;4e+06;270000;2e+06;5e+05;5;5;4;4;5;3;2;5;5;5;5;9;5;4;3;1;1;1;1;1;1;5;5;3;3;3;4;2;1;1;1;1;2;1;1;4;4;1;8;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;3;4;3;1;3;4;1;5;1;4;1;1;2;1;1;5;5;1;1;1;1;2;2;3;4;3;3;2;0;0;2;1;33;7;3;450000;NA;6e+05;3;450000;NA;9;"""";NA;4;1;3;7;5;4;1;9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8101;NA;1;32;2;""liceo andalien"";8101;NA;2;10;"""";8101;8;0.904963612556458;1.14407980442047;3;667800;42"
"1095;8101171;2;201710;1;0;4;2;26;4;4;2;5;1;6;1;2;28;4;3;2;5;1;6;1;2;27;4;4;2;5;1;1;1;2;16;3;5;1;2;2;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;1;1;NA;NA;2;1;2;1;1;-888;-888;4;4;3;3;3;2;4;4;4;4;2;2;3;3;4;2;2;2;2;2;2;1;2;4;4;2;4;4;4;4;5;5;4;2;3;1;4;1;1;1;1;1;1;2;12;2;2;2;2;1;1;3;1;2;4;1;2;2;2;1;3;3;1;1;3;1;1;1;1;1;5;5;5;2;3;4;10;10;"""";5;"""";2;3;5;4;4;5;5;4;4;4;3;1;5;1;"""";4;4;4;4;4;4;4;3;4;4;2;1;1;1;1;1;4;4;1;3;5;5;5;5;5;4;1;1;6e+07;2e+05;6e+07;350000;5;5;5;5;3;2;5;2;5;5;5;5;5;5;5;2;4;1;5;1;1;5;5;5;5;5;2;2;1;2;1;2;1;2;1;-999;1;1;5;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;5;5;1;5;2;3;1;5;5;5;1;2;3;2;1;5;5;1;1;1;3;2;5;5;1;3;1;1;20;20;5;2;25;8;4;NA;NA;NA;NA;-888;-888;2;"""";5;1;1;3;1;6;1;7;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8110;NA;2;NA;3;""Colegio etchegoyen"";8110;NA;2;10;"""";8101;8;2.71489095687866;2.25926828384399;3;541980;5"
"1096;8101172;2;201710;1;0;3;1;91;3;5;1;2;1;6;1;2;56;3;5;2;4;4;2;1;1;59;3;5;2;4;3;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;2;4;1;3;3;3;3;2;4;4;4;2;3;3;3;1;4;4;4;4;4;4;4;4;5;4;4;4;1;1;1;3;1;4;4;4;4;4;4;4;4;4;4;2;2;1;1;1;1;1;1;2;NA;NA;NA;1;2;2;1;2;1;1;2;1;2;1;3;1;3;1;3;1;1;3;1;1;1;1;1;1;5;4;4;1;3;3;10;3;"""";1;"""";2;1;1;1;3;5;5;5;4;4;3;5;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;4;1;3;5;5;5;6;6;4;4;4;1.4e+07;3e+05;6e+06;6e+05;5;4;4;5;3;2;2;3;5;4;5;5;6;5;2;2;2;1;2;1;1;4;5;4;3;2;1;2;2;2;2;1;1;1;1;2;4;2;4;1;2005;2;NA;2;NA;2;NA;2;NA;5;NA;5;4;2;4;2;2;4;5;5;3;1;1;1;1;1;5;1;1;1;1;1;1;1;4;5;5;3;1;0;0;1;1;53;7;7;NA;NA;NA;NA;-999;4;5;"""";7;2;1;1;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8102;NA;1;18;6;""liceo industrial higueras"";8110;NA;-888;10;"""";8101;8;0.904963731765747;1.14407992362976;3;541980;5"
"1097;8101183;2;201710;1;0;4;2;26;3;5;1;5;1;6;1;2;53;3;5;2;4;1;6;2;1;51;3;5;2;3;1;6;2;1;26;3;5;2;5;1;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;NA;NA;2;3;4;4;1;5;5;1;3;5;5;5;2;2;3;4;2;2;2;2;2;3;3;3;2;4;4;5;1;5;4;2;3;5;5;5;2;2;2;3;1;4;1;2;4;2;1;1;1;2;6;8;2;2;1;2;3;3;4;3;3;3;3;3;3;2;1;3;1;3;1;3;2;1;1;1;1;4;4;4;3;3;3;5;6;"""";5;"""";8;2;1;4;4;2;3;4;4;4;3;3;4;1;"""";4;4;3;4;4;3;3;3;4;3;3;3;3;3;1;3;3;4;3;2;4;4;5;5;6;2;2;2;2e+07;267000;2e+06;5e+05;4;4;4;4;3;3;4;2;5;5;6;4;5;2;1;1;2;1;2;1;1;4;4;4;4;3;2;2;2;2;1;2;2;1;1;1;1;14;2;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;4;5;2;3;2;3;2;5;3;2;1;1;2;1;2;5;5;1;1;1;1;2;1;3;5;2;3;2;2;0;1;2;20;8;4;NA;NA;NA;NA;7e+05;NA;1;"""";4;3;1;1;2;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7102;NA;2;NA;3;""san alberto hurtado"";7102;NA;1;10;"""";8101;8;1.04245269298553;0.86750453710556;3;371878;42"
"1098;8101187;2;201710;1;0;4;1;84;1;5;1;4;1;3;1;2;65;4;5;1;5;1;3;1;2;65;4;5;1;5;1;3;1;1;60;4;3;2;5;1;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;3;4;1;3;3;4;3;3;3;3;4;3;4;4;4;2;4;4;4;4;3;4;4;3;3;4;3;3;4;2;3;3;2;4;2;2;4;4;4;4;4;4;4;1;1;1;4;1;1;1;1;1;1;7;12;2;2;1;2;2;1;3;1;3;3;1;2;4;3;3;2;3;3;1;2;2;1;1;1;1;4;4;4;1;2;2;5;15;"""";5;"""";2;5;2;4;4;2;4;3;2;4;2;3;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;2;3;1;1;3;3;6;6;8;4;2;2;3e+06;5e+05;5e+06;1e+06;3;5;5;5;2;3;4;2;5;5;2;10;-888;1;2;1;5;1;1;1;1;5;5;3;3;2;3;2;2;3;2;2;1;1;1;1;1;120;2;1;2000;1;2005;2;NA;2;NA;2;NA;5;NA;3;3;2;3;2;4;2;4;3;3;2;2;2;3;1;5;5;1;5;5;5;5;1;2;1;5;2;1;4;0;5;2;77;7;5;NA;NA;NA;NA;250000;NA;1;"""";4;3;1;1;5;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77777;127;1;33;3;""scuola tecnica feminile  chiavari"";77777;127;2;10;"""";8101;8;0.603309214115143;0.502059698104858;3;371878;42"
"1099;8101188;2;201710;1;0;3;1;28;2;5;1;5;1;2;1;2;48;5;2;2;3;1;3;1;2;57;5;2;2;3;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;1;1;3;5;1;4;3;4;3;1;4;4;2;5;4;4;4;4;2;2;2;2;3;4;4;3;2;2;4;3;3;2;2;1;1;5;4;2;5;4;4;4;4;2;2;1;1;1;4;1;1;1;1;2;NA;NA;NA;1;2;2;3;1;1;3;1;1;4;1;1;1;2;1;3;2;2;2;3;2;1;1;1;3;5;5;5;4;4;4;6;10;"""";5;"""";2;2;1;4;4;5;5;4;3;4;1;1;5;6;"""";4;4;4;4;3;1;4;3;4;1;5;2;1;1;1;2;5;4;3;4;5;5;5;7;7;1;1;1;6e+06;270000;4e+06;8e+05;5;5;3;5;5;2;2;4;10;7;-999;-999;-999;5;4;2;2;1;4;1;1;5;5;4;4;4;1;1;2;2;1;1;1;1;1;0;3;1;1;2;NA;2;NA;2;NA;2;NA;2;NA;5;NA;4;5;1;4;3;5;2;5;2;5;2;2;1;2;2;5;4;4;3;3;5;3;2;5;5;5;4;1;3;3;5;2;58;7;2;1500;NA;2500000;2;1500;NA;1;"""";1;2;1;3;9;5;2;9;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8202;NA;1;21;3;""Liceo Hombres Curanilahue"";8205;NA;2;10;"""";8101;8;1.80992758274078;1.50617921352386;3;371878;114"
"1100;8101211;2;201710;1;0;5;1;35;1;5;1;1;2;6;2;2;50;3;5;1;-999;2;6;1;2;41;3;5;1;2;2;6;1;2;25;4;4;2;3;2;-999;3;2;27;4;3;2;3;2;-999;3;1;2;1;1;1;NA;NA;3;3;2;3;2;2;2;4;2;4;5;4;1;2;3;4;4;3;2;3;1;4;5;5;4;4;4;2;1;1;3;2;2;5;5;5;5;1;4;1;5;5;5;1;3;1;2;5;1;7;8;9;1;2;2;1;1;1;3;2;1;2;1;1;1;2;3;3;1;2;3;3;1;3;1;1;5;1;1;1;1;2;3;2;15;"""";1;"""";10;2;2;5;5;5;5;5;5;5;2;2;5;9;"""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;5;4;3;2;5;5;5;10;10;1;1;1;5e+06;250000;5e+05;3e+06;2;5;2;3;1;2;2;4;5;5;5;5;10;1;2;3;1;1;3;1;3;5;5;4;3;3;1;2;1;4;3;2;1;1;1;0;1;7;1;1;2014;2;NA;1;2012;2;NA;2;NA;5;NA;5;5;1;2;5;5;2;5;5;3;1;1;3;2;1;1;5;4;1;1;1;1;2;3;1;3;3;3;10;0;1;2;37;5;2;160000;NA;275000;2;590000;NA;2;"""";1;4;1;3;1;3;4;4;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8101;NA;1;20;3;""Dos por uno siendo adulta liceo lorenzo arenas olivo"";8101;NA;2;1;"""";8101;8;0.723970890045166;0.602471530437469;3;825847;23"
"1101;8101213;2;201710;1;0;5;2;29;4;2;1;3;1;-999;1;2;34;3;5;2;5;1;5;3;2;62;3;5;2;1;2;5;2;2;60;3;5;1;1;2;-999;1;1;38;1;5;1;1;2;6;2;1;2;1;1;2;2;1;4;3;3;2;1;4;4;4;2;4;4;4;1;2;4;3;5;4;2;2;1;2;2;3;4;4;4;4;1;1;4;3;1;4;4;4;2;4;2;2;2;2;5;4;3;1;2;5;1;1;7;15;3;2;2;1;2;2;3;2;4;2;1;3;3;3;3;3;2;1;2;3;2;4;1;3;4;4;5;4;3;2;5;5;12;"""";1;"""";9;4;3;4;4;4;3;4;2;4;2;2;4;7;"""";2;3;4;4;2;2;3;4;2;4;4;1;1;3;2;3;4;3;3;1;5;5;5;4;10;1;1;1;5e+06;275000;3e+06;4e+05;2;5;3;4;1;2;2;4;5;1;3;10;5;1;1;1;3;1;4;3;1;5;4;5;3;5;1;2;4;4;3;1;-888;3;1;16;1;90;1;2;NA;2;NA;2;NA;2;NA;2;NA;2;1;3;5;4;4;4;5;4;4;2;4;1;1;2;1;1;1;5;5;1;1;2;1;3;3;1;1;1;1;0;0;1;2;27;4;7;NA;NA;NA;NA;620000;NA;2;"""";6;1;1;3;1;2;4;2;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8101;NA;1;21;3;""liceo adultos ex balmacera"";8101;NA;1;10;"""";8101;8;0.361985445022583;0.301235765218735;3;825847;23"
"1102;8101214;2;201710;1;0;4;1;64;1;5;1;2;5;6;1;1;66;3;5;1;2;5;6;1;2;18;2;5;1;5;2;-999;1;1;11;2;5;1;1;5;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;3;4;1;4;1;4;1;-888;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;3;4;4;4;2;4;4;4;3;2;4;4;2;4;4;4;4;4;4;2;3;5;5;4;1;1;1;1;1;1;2;5;1;2;1;2;2;1;3;1;1;3;1;3;1;2;3;3;3;3;3;3;3;1;1;1;3;4;4;4;2;2;5;5;15;"""";5;"""";8;2;2;4;4;4;4;4;4;4;3;2;5;7;"""";3;3;4;4;4;2;4;4;4;3;4;2;1;1;2;2;3;4;3;1;4;4;5;4;7;1;1;1;5e+06;3e+05;1500000;7e+05;1;4;4;4;2;2;2;5;1;1;9;9;9;3;3;1;1;1;3;1;1;5;5;4;3;2;1;1;2;2;2;1;1;2;1;1;4;1;3;2;NA;2;NA;1;2010;2;NA;2;NA;5;NA;4;4;2;3;3;4;2;4;2;4;1;2;5;2;1;3;5;1;1;1;1;1;3;3;5;5;5;5;2;0;1;2;47;4;2;250000;NA;450000;3;950000;NA;6;""Mormon"";2;2;1;4;1;4;1;4;4;8;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8101;NA;1;19;3;""colegio espana"";8101;NA;1;10;"""";8101;8;1.44794178009033;1.20494306087494;3;825847;23"
